postCompany,text,numShares,numLikes,numComments,real_time,extracted_comments
getwriter,"🎙️ With #AWSreInvent next week, we recently joined their flagship program #AWSOnAir for a great chat alongside another amazing partner NVIDIA  🤝

Our Director of DevRel Sam Julien and NVIDIA's Jennifer Hoskins talked to host Jeff Maruschek to discuss how Writer is delivering at scale for the enterprise — including a live demo of Writer AI Studio — and how we're partnering with AWS and NVIDIA.

🎧 Check out Sam's episode now on Twitch 👉 https://lnkd.in/gpJFMbJN

Want to learn more? Come meet us at re:Invent in Las Vegas next week. Stay tuned for details!",1,27,0,2024-11-26 16:32:41.524,[]
getwriter,"📖 What we're reading: This BBC article is an important story on how the “avalanche” of new AI tools in the workplace can hurt employee productivity and satisfaction. This piece was called out in last Friday's fireside chat with May and Diego and underscores the importance of key principles every organization should consider before starting their AI journey.

Here's what we've learned in working with hundreds of customers on how to not just avoid burnout at work, but increase employee satisfaction and engagement:

✅ Do no harm. Don't force employees to use a tool or platform that doesn't make them more productive. Companies taking that approach need to do more upfront work, meaning:
✅ Focus on mission-critical workflows. Identify which use cases will deliver the most business impact, and work backwards from there — rather than giving vague guidance to ""use AI"" with little follow-up or support.
✅ Deliver the goods. Select technology and service providers that WILL deliver on your goals, and demand that expectation from the start.

The AI conversation no longer starts with automating the most mundane tasks. It starts with identifying and transforming your most important workflows.

https://lnkd.in/eCgydSBd 

What do you think about this article from your experience? Share your thoughts below.",0,14,0,2024-11-25 19:59:34.065,[]
getwriter,"📣 Friday shoutout to all the great folks we met at #AgentforceTour NYC this week! We love being part of the Salesforce-Slack community and connecting with so many of you at our booth, customer breakout session, and evening Happy Hour 🍷 

👏 Special thanks to Ranjan Roy, SVP of Strategy of Adore Me, for sharing his Writer experience to a packed room of 160+ attendees! His demos of mission-critical workflows including their #Slack integration of Writer both inspired and wowed the audience. 💥  For more on Adore Me's generative AI journey ➡️ https://lnkd.in/gVWmZWnk",1,71,2,2024-11-22 23:15:02.065,"['WOWED IS RIGHT!! AI workflows are going to explode bc of the high utility and ease of use and Ranjan Roy’s team as usual is leading the way.', 'Worth attending!!']"
getwriter,"🎙️ New episode of Humans of AI is out now with Writer co-founder and CTO Waseem Alshikh! Waseem shares the Writer origin story and how he met co-founder and CEO May Habib on Twitter/X.

Waseem's journey from overcoming language barriers to transforming AI is truly inspiring. Hear firsthand how Writer has emerged as a leader in the industry by putting people first and innovating fast. Under the guidance of Waseem, Writer has embraced a culture of resilience and creativity — developing a lean yet powerful AI model that outshines its massive counterparts.

🔗 Check it out wherever you get your podcasts! https://lnkd.in/g_JCRrmd",0,43,2,2024-11-22 14:00:11.208,"['Humans of AI offers a fascinating glimpse into the personal and professional impact of generative AI. It’s inspiring to hear leaders share how they’re shaping and adapting to this transformative era—definitely adding this to my must-listen list!\n', 'You guys are the best! ']"
getwriter,"👋 Hello Helsinki! The Writer team represented at Slush 2024 as May chatted onstage with Darian Shirazi of Gradient — one of our earliest investors from 2021! 🤝 We loved the energy at #Slush2024 and always enjoy connecting with the startup community in Europe.

Speaking of which, WE'RE HIRING for several roles in our London office! Come join our growing EMEA team to do the best work of your lives, alongside the best humans to share the ride with: https://lnkd.in/eVShNYgx",6,104,1,2024-11-21 22:15:01.354,['LETS GO EMEA!!!! Had sooo much fun Darian Shirazi Aino Bergius']
getwriter,"A friendly reminder to tune in tomorrow for our fireside chat with CEO May Habib and CMO Diego Lomanto ✨ 

📅 Date: November 22  ⏰ Time: 9am PT / 12pm ET

Here's what you can look forward to:
💡 Real-world solutions: Discover how top global companies are using generative AI to tackle mission-critical workflows and achieve real, measurable ROI
🔮 Future of generative AI: Learn about our vision to power the enterprise of tomorrow

Secure your spot now and be part of the conversation shaping the future of work ➡️ https://hubs.ly/Q02YgHCM0",2,28,1,2024-11-21 20:00:02.295,['hello']
getwriter,"What does true ROI look like with enterprise generative AI? We’re honored to partner with Qualcomm and share their amazing journey with Writer — which is proof positive that organizations can successfully deploy generative AI solutions that enhance employee productivity and satisfaction.

Here are some key success metrics from the story:
🙌 85% of users active weekly
⚡ 2,400 hours saved per month; 1,200 trademarks and terms managed
💡 25 use cases and 70+ workflows across Marketing, Comms, Legal, Product, Analytics, Sales, L&D, and HR

Quotes from Qualcomm leaders:
✅ “ Writer has helped create happier employees, who are more productive, more creative, and more satisfied with their job.” - SVP and CMO Don McGuire
✅ ""I think fundamentally, the most valuable thing about Writer is the quality of the outputs. It just stands out against the other solutions that we tried."" - Sr. Manager of Marketing Brent Summers
✅ “Writer has provided us with instant benefit from day one. They are extremely customer-focused, which is demonstrated by the high usage we have across our organization” - VP of Marketing Carmen True

Discover how Don McGuire and his team achieved these results across their organization, which is only the beginning of their #generativeAI journey:

📰 Read the case study: https://lnkd.in/gyrxUPtA 
🎥 Watch the full video: https://lnkd.in/g_nxquFg 

h/t to Qualcomm leaders Danielle Olivotto, Andrew Perng, and David Woodruff who also feature in this story ✨",11,60,0,2024-11-21 17:00:07.116,[]
getwriter,"This Thanksgiving, let's explore the recipe for successful enterprise AI projects. Our newsletter serves up a feast of insights:

Appetizer: Strategic independence with Writer CTO Waseem Alshikh.
Main Course: Our vision for the future of enterprise work, fueled by Series C funding.
Conversation Starter: Machine learning research with Writer’s Umar Jamil.
Side Dish: A guide to evaluating enterprise AI solutions.
Dessert: A Black Friday AI blueprint for retail success.

Join us for a Thanksgiving filled with AI advancements and meaningful connections! 🦃✨

👉 Read more here:",1,25,0,2024-11-21 14:00:08.508,[]
getwriter,"Excited to share an important research breakthrough we’ve achieved at Writer — self-evolving models. As we look to the future of scalable AI we need new techniques that allow LLMs to reflect, evaluate, and remember. Self-evolving models can learn new information in real-time , updating a memory pool integrated at each layer of the transfromer. 

The implications of this technology are profound. While it can dramatically improve model accuracy, relevancy, and training cost — it introduces new risks, like the model’s ability to un-censor itself — that must be well understood and effectively mitigated. Self-evolving models are still in early testing at Writer, but here are three links to help you understand our approach to this technology and what it can mean for LLMs

I recently spoke with The Information Stephanie Palazzolo for a story on the implications of models that can self-evolve: https://lnkd.in/er3_CdCp 

Today I’ll be at the Cerebral Valley AI Summit with Eric Newcomer giving the first demo of our self-evolving technology: https://lnkd.in/eqUJBeyZ 

I share my own thoughts on self-evolving LLMs in our latest Writer blog: https://lnkd.in/edwFz8aZ 

Would like to hear your opinions - please share in the comments below.",49,483,19,2024-11-20 16:06:21.008,"[""This is an exciting breakthrough! The potential of self-evolving models to enhance AI capabilities is immense. It's important to navigate the challenges you mentioned thoughtfully. Looking forward to seeing how this develops! What are the key factors you think will shape its future?"", '🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥', 'Are any lessons learned from Tay?', 'En fuego!', ""Yes & no, it depends on the output. Because you need to keep an eye on the previous predictions, while validating incoming data & predicting the outcome so it's almost like an orchestration of past, present & future :)"", 'For a non-tech like me, this is jst scary 😅', 'Waseem - this is a game changer. Only this week, I was speaking with a contact who said they see AI App Developer roles exploding into the market next year.', 'awesome!', 'Wow incredible - feels analogous to some of the things Sakana AI have been doing: https://sakana.ai/evolutionary-model-merge/', 'Congrats Waseem Alshikh ! This is huge']"
getwriter,"Join the Writer team tomorrow at Agentforce World Tour NYC! Attend our breakout session to hear from Writer CMO Diego Lomanto and Ranjan Roy of Adore Me, who will share how companies are reinventing complex workflows with generative AI to achieve real business impact.

And stop by our booth to get hands-on demos and speak to our experts throughout the day. Hope to see you there! 

Register now: https://lnkd.in/gC5htesV 

#AgentforceTour",2,44,1,2024-11-19 11:00:06.844,"['The ability to tackle workflow complexity is one of those ""we\'re here"" moments.  Right up there with Agentic trends. A sense that AI being here to change everything isn\'t just hype. Exciting!']"
getwriter,"VentureBeat's Emilia David spoke with May last week to discuss Writer's vision for agentic AI and how enterprises should approach building AI agent workflows. Specifically, she offers four key factors to consider:

1️⃣ Understanding your use cases and the mission-critical business logic connected to those use cases
2️⃣ Knowing your data and the ability to keep the data associated with business cases fresh
3️⃣ Learn who the people that can build those use cases in the team
4️⃣ Managing the capacity of your organization to absorb change

Get the details in the Emilia's full story: https://lnkd.in/dj_nmJp7

#EnterpriseAI",0,14,0,2024-11-18 21:14:08.968,[]
getwriter,"With all the buzz about #Transformers hitting their limits, let's be real - they're still the powerhouse of modern #AI. Why? Because their ability to connect and understand information is unmatched. 

Here's a simple breakdown of the AI architectures race:

#RNN (Recurrent Neural Networks)
Imagine taking meeting notes where you can only write one word at a time, and you can't look back at your previous notes. Pretty limiting, right? That's RNN - they process information one piece at a time, making it hard to capture the big picture.

Transformers (Like #GPT-4 & #Palmyra)
Now imagine being in a meeting where you can see and hear everyone at once, noticing who's paying attention to whom (that's the famous ""attention mechanism""!). You can catch Bob nodding at Alice's idea, while Carol's building on Dave's point. This ability to ""pay attention"" to everything at once is what made Transformers revolutionary and why they're still leading the AI race!

State Space Models (Like #Mamba)
Think of having an AI assistant that can scan an entire meeting transcript in one go, but instead of trying to process every single interaction (like Transformers do), it knows exactly which parts need focus. It's like having a super-efficient executive who knows precisely where to look without getting overwhelmed by all the details.

 Why Transformers Won (For Now):
- They can see the whole picture at once (unlike RNNs)
- Their ""attention mechanism"" is like having perfect meeting awareness
- They can understand context better by connecting different parts of information
- They're like having dozens of assistants working in parallel!

At Writer, we're big believers in the attention mechanism's power - it's why our models use Transformer architecture. But we're not standing still. We're constantly exploring ways to make attention deeper and more efficient, pushing the boundaries of what's possible. 

Think of it like upgrading from a room full of attentive listeners to a stadium of AI experts who can not only pay attention but also learn and adapt their focus in increasingly complex ways.",6,163,4,2024-11-17 23:58:22.284,"[""Great insights on the evolution of AI architectures! It's fascinating how Transformers have truly changed the game with their attention capabilities. What advancements do you see on the horizon that could further enhance these models?"", ""My name is Nusrat Alam, and I am an expert in content writing, blogging, article creation, typing, and translation work. With a strong background in English and a passion for clear, impactful communication, I specialize in crafting engaging and well-researched content across various niches. Whether you need blog posts, articles, or professional translations, I am committed to delivering high-quality work that meets your specific needs. My attention to detail and dedication to excellence ensure that every project I take on is completed with precision and creativity. Let's collaborate to bring your ideas to life!.\nI really need work...\nThank You"", '🚀🚀🚀', 'Glad to come across your post about Transformer hitting the limit as I was trying to understand the  impact from product perspective. Waseem Alshikh do you have more resources to understand this? Also is it\nOk to include some of the insights from this post into my article series https://medium.com/@sabade.divya/a-beginners-guide-to-large-language-models-llms-f55afe820c81']"
getwriter,"What a week! It's been a whirwind of excitement as we announced our Series C, with so many amazing moments I was fortunate to experience with the Writer  team. 

Am filled with both appreciation and anticipation for the journey to come. Let's go! 🚀",3,174,7,2024-11-15 20:59:32.714,"['Congrats Diego!', 'Congrats Diego!', 'Congrats to the entire team at Writer.', 'Big achievement. Congrats!', ""Congrats Diego! Looking forward to seeing what's next for Writer."", ""It's been like watching a reality show this week. You guys are crushing - keep it up! 👏 👏👏"", 'Congrats Diego!']"
getwriter,"Earlier this week, I had an amazing time speaking at Insight Partners ScaleUp: AI event with leaders in the generative AI community (shout out Tanya Dua and Rebecca Liu-Doyle for moderating!).

In between sessions, I spoke with Caroline Hyde on Bloomberg TV about our Series C and the future of enterprise AI, which you can watch here.",26,939,44,2024-11-15 18:40:10.585,"['a ScaleUp:AI 🌟! so so pleased to have you there.', 'Exciting', 'Love this May Habib 👏', 'Exciting', 'Amazing ❤️😊', 'Champ!!! Very proud of you May!', 'Lucas Teixeira', ""Great insights, May Habib I agree that setting clear goals, choosing the right tools, and testing workflows are key to successful AI adoption. I also cover this and more in my Office of the CEO playbook to help make the entire AI integration feel a lot more seamless and secure. Chiefs of Staff can push AI adoption in the CEO's office and the entire organization."", 'Great work May Habib', 'So proud of you dear friend!']"
getwriter,"Writer is featured on Inc.'s 2024 Best Workplaces list! Our secret? A strong, cohesive culture built on three core values: Connect, Challenge, and Own. 

By fostering meaningful relationships, encouraging innovative thinking, and promoting accountability, we've created a workplace where our team can thrive and drive industry-leading innovation. 🌟

We're not just building a great place to work — we're building a generative AI platform that transforms the enterprise landscape. Want to be part of a high-performance culture that celebrates growth and excellence? Join us at Writer — where every team member makes an impact! 

Learn more in our latest post from our VP of People, Rohan Vaidya

https://hubs.ly/Q02Y8qls0",0,39,0,2024-11-15 11:00:06.901,[]
getwriter,"Want to hear more about Writer's vision for the future of enterprise AI? Join our CEO May Habib for a fireside chat with CMO Diego Lomanto on November 22 at 9am PT 💡

We’ll explore Writer's journey from AI upstart to a generative AI powerhouse and discuss how AI is set to become the backbone of mission-critical enterprise workflows.

May will share her perspective on Writer's goal of developing intelligent, accurate, and trustworthy AI systems, emphasizing human-centered design. This session offers a unique opportunity to gain insights into the future of AI in enterprises, promising to be both enlightening and inspiring.

Register now to secure your spot. You can also submit questions for May when you register.

👉 https://hubs.ly/Q02YgHCM0 👈

#EnterpriseAI #GenAI",1,41,0,2024-11-14 23:28:51.185,[]
getwriter,"At Writer, we're committed to delivering powerful, reliable, and safe AI solutions that solve the toughest business challenges. Our latest round of funding will enable us to build on our industry-leading full-stack platform, and accelerate our vision for the future of enterprise AI. 

Watch as our CEO May Habib discusses this vision, and how our focus on delivering agentic AI solutions will transform mission-critical workflows to unleash people's best work.

#enterpriseAI
#genAI",3,86,0,2024-11-14 17:11:34.852,[]
useinsider,"#NRF2025 wrapped. 🎬

This week was all about conversations that mattered. From packed live demos to deep-dive discussions tackling top challenges, one theme emerged over and over again: sticking with a technology provider that inhibits growth is a big ❌.

We are more committed to our mission to help more marketing teams break free from #toxictech and make the #switchtoInsider than ever before. Want to know more? Check out: https://bit.ly/3DXxBHE 

Thank you to everyone who joined us, from customers, partners, familiar faces and new friends. Your curiosity, challenges, and insights push us to keep innovating. 

🤩 Ft. the dream team: Serhat Soyuerel, Meyar Sheik, Pradipta Dutta, Austin Blank, Arjun A. Kumar, Ian Lonsdale, MBA, Jaclyn Hodas, Jeff Friend, MBA, Fulya Mercan, Taylan Yapici. 

Until next time!",5,52,0,2025-01-16 14:32:11.999,[]
useinsider,"It’s the final day of #NRF2025!

We’ve had an incredible few days connecting with retail leaders, meeting partners and customers, and helping more brands break free from #toxictech. 💥

📍 There’s still time to visit us at Booth #3967, Level 3 for a conversation about how we can help you ditch complex, clunky systems and embrace a better way of working.  

Meet the team: Jeff Friend, MBA, Ian Lonsdale, MBA, Meyar Sheik, Fulya Mercan, Jaclyn Hodas, Taylan Yapici, Pradipta Dutta, Austin Blank

#NewYearNewTech",2,69,1,2025-01-14 16:33:57.769,['looking good Pradipta Dutta & Taylan Yapici!\n']
useinsider,"At #NRF2025? Keep reading! 


Don’t miss your chance to win exclusive prizes from some of the world’s best loved brands like Samsung, Nike, Lego, and L’Oreal, all of which already broke up with #toxictech and made the #switchtoInsider.

These are prizes you’ll actually want to go home with:

🎁 Samsung Galaxy Tab A9 Tablet
🎁 Nike Jordan Spizike Lows
🎁 LEGO Statie of Liberty Set
🎁 Kiehl’s Dare to Derm Set
🎁 Samsung Buds3 Pro Earbuds

Swing by for your chance to win 📍 Booth #3967, Level 3",0,24,1,2025-01-13 20:10:31.684,['Learn why more of the worlds leading brands are ditching #toxictech and making the #switchtoInsider with our Migration Mission >  https://useinsider.com/migration-mission/']
useinsider,"✨ Day 2 at #NRF2025 is in full swing! 

We're ready for a second day connecting with industry leaders and helping them break free of #toxictech. 

👉 Stop by Booth #3967, Level 3 to meet our retail experts, get under the hood of our platform, and win exclusive prized from our customers! 

Meyar Sheik, Arjun Kumar, Austin Blank, Jaclyn Hodas, Ian Lonsdale, MBA, and Jeff Friend, MBA. Let’s discuss the future of personalized shopping experiences and how Insider can help!

Learn more ➡️ https://bit.ly/40x2MCc

#NRF2025 #NewYearNewTech",0,66,1,2025-01-13 18:26:16.496,['Have fun and connect with amazing people🎸.']
useinsider,"We are at #NRF2025 in New York City!

📍 Visit us at Booth #3967, Level 3, to experience the future of customer engagement in retail:

👉 Personalized demos
👉 Our mission to help you ditch #ToxicTech 🚀
👉 The coolest giveaway (courtesy of our customers) 

👀 PS - if you’re outside the Javits Center? Keep an eye out for our dance crew, who have something special planned!

Learn more ➡️ https://bit.ly/4gONvmh

#NewYearNewTech #RetailInnovation",5,99,1,2025-01-12 15:08:49.908,['Passionnant']
useinsider,"🚀 We’re proud to be recognized as the #1 G2 Leader in Ecommerce Search!

We've received industry-leading scores of 96+ in Personalization, Recommendations, Auto-completion, Faceted Search, Ranking and Relevancy, Product Information Management, Merchandising, and more.

Discover how leading global brands turn browsers into buyers by boosting product discovery with AI-powered search recommendations based on user interest and behavior > https://bit.ly/4h9Yg2j",3,29,0,2025-01-09 06:16:38.534,[]
useinsider,"🚨 The Countdown is On: NRF 2025 is THIS WEEK! 🚨

We’re gearing up to take over the National Retail Federation Big Show with bold ideas, BIG surprises, fun giveaways and a powerful mission to help you #BreakFree from #ToxicTech.

📍 Where to Find Us:
➡️ Booth #3967, Level 3
➡️ Javits Center Entrance – You won’t want to miss what’s happening there 👀💥

💃 Hint: We’ve got something huge planned that will turn heads and break chains—literally. Are you ready to ditch outdated tech and embrace #NewYearNewTech?

It’s time to make moves, make connections, and make 2025 the year of transformation. Let’s do this! 🚀

👉 Learn more and schedule your meeting: https://bit.ly/4gIVbGB

#NRF2025 #RetailTech #BreakFree",4,31,0,2025-01-07 15:41:18.750,[]
useinsider,"From all of us at Insider, we wish our incredible community, customers, and partners a wonderful festive season!

Thank you for an exceptional 2024. Here’s to driving even more growth and breaking more barriers in 2025. 🚀

Happy Holidays!",3,63,0,2024-12-25 06:10:39.547,[]
useinsider,"Whether you're driving home for the holidays or you’re writing up your 2025 resolutions…which include ditching your #ToxicTech provider, we've got the soundtrack you need.

Our Migration Playlist is packed with epic tracks and big ballads to fuel those *big* feelings – the exhilaration of change, the thrill of new beginnings, and packed with new year energy.

Blast it on your headphones or crank it up in the car. Carefully curated just for you 👉 https://spoti.fi/49OTLYl

 #NewYearNewTech",3,40,1,2024-12-20 06:08:36.469,['I want to break free from clunky cloud players👩🏻\u200d🎤']
useinsider,"Insider. is the #1 Leader in G2’s Winter’25 reports - expanding our leadership across 10 categories! 

🏆 We’ve topped the charts as the #1 in:
🥇 Personalization
🥇 Mobile Marketing 
🥇 Customer Data Platforms
🥇 WhatsApp Marketing
🥇 SMS Marketing
🥇 Ecommerce Search, and more. 

We’ve maintained our perfect 🤩 100/100 user satisfaction score. Plus, 99% of users back our ambitious product roadmap and innovation, including our latest capabilities like WhatsApp Marketing and Conversational AI. 

We outperform every vendor in all the criteria marketing and customer experience professionals really care about, including Ease of Setup, Ease of Use, Fastest Time To Value, and Best Support. 

A heartfelt thanks to all our customers who rated us the #1 Leader on G2! ❤️

Find out why more brands are making the #SwitchToInsider > https://bit.ly/3ZHU6Hz",8,87,0,2024-12-18 04:45:59.922,[]
useinsider,"🚀 We're thrilled to announce that we are exhibiting at NRF Big Show on January 11-14 in New York City!

This year, we’re going bigger and better than ever! From surprise on-site experiences to exciting giveaways, NRF 2025 will be an unforgettable experience with Insider.

📍𝗦𝘁𝗼𝗽 𝗯𝘆 𝗼𝘂𝗿 𝗯𝗼𝗼𝘁𝗵 #3967, 𝗟𝗲𝘃𝗲𝗹 𝟯!

See Insider in action and to learn why we’re the #1 Platform for Personalized Customer Journey Orchestration. Plus, take advantage of the opportunity to meet 1:1 with Meyar Sheik, Insider’s Global President & personalization veteran. Use the button below to schedule your meeting. 

👉 𝗗𝗼𝗻’𝘁 𝗠𝗶𝘀𝘀 𝗢𝘂𝘁!
While at the Insider booth, make sure to check out our Personalization Station to get your personalized Stanley To-Go Mug. Make it truly yours with a custom engraving! 

🤩 Keep an eye out for more exciting announcements. We’re looking forward to connecting with you, let’s make it a week to remember!

Learn more > https://bit.ly/4iGV9R4

🛍️#NRFBigShow",9,54,0,2024-12-16 17:16:53.817,[]
useinsider,"SMS marketing? 💬 We are the #1 G2 Leader according to users!

We've received industry-leading scores of 96+/100 outperforming all other solution providers in all the criteria marketers care about, including: Personalization, Automation, Transactional SMS, Two-way Text Messaging, Automated Replies, MMS Marketing, and more.

Discover why leading brands trust Insider to seamlessly integrate SMS into their omnichannel experiences > https://bit.ly/3OSju8x",5,28,0,2024-12-12 09:28:45.327,[]
useinsider,"Marketing 2024 Wrapped 🎧

Top Track: “Oops, We Missed Our Revenue Target” 
Most Played Genre: “Screaming into the Void”
#1 Podcast: “Why does integration take so long”

Sound familiar? Don’t make the same mistakes in 2025. Ditch the #toxictech

1,200+ of the world’s most iconic brands, including one-third of the Fortune 500, have already switched to Insider - maybe you should too. 

Discover more in the comments ⏬

#MarketingWrapped #2024Wrapped #MarketerProblems",3,90,1,2024-12-11 05:43:11.669,['Discover the #1 platform that makes customer experience creation sound like music to your ears > https://bit.ly/3ZQpWn6']
useinsider,"Our Co-Founder and CEO, Hande Cilingir, recently shared Insider’s vision for #AI with Stanford University MBA students. 

Hande shared the latest developments in AI and revealed how our AI will redefine marketing and customer experience creation by automating repetitive tasks, reducing guesswork, and helping marketers focus on what really matters. The goal? Transform the role of a marketer, and elevate them from exhaustion and scarcity to endless abundance.

More on Hande’s insights here. ⬇️",0,40,1,2024-12-10 09:27:09.615,['Congrats!']
useinsider,"The 2024 Black Friday Cyber Monday Weekend Wrap-Up is here! 💥🎁

Not sure how much #AI should have contributed to your performance? How much revenue should you have driven from mobile? Or, which was the most popular communication channel this year - you’re in the right place. 

Our data experts crunched all the numbers from the weekend. Here are our 5 juiciest takeaways from the 2024 Black Friday Cyber Monday weekend. 

Want to know what to focus on now? Check out our blog to uncover ten proven tips to boost performance and revenue between now and the end of the holiday season > https://bit.ly/3CU6EE4",2,41,0,2024-12-06 07:25:33.358,[]
useinsider,"✈️ Celebrating 7 years of partnership with Singapore Airlines, one of the world’s most iconic airlines.

Starting their journey with our web personalization capabilities, this partnership soared to 36,000 feet. Today, Insider powers the unified customer experience across the group, including Singapore Airlines, Kris+, and Scoot, including product and service recommendations, mobile app, and multi-domain omnichannel journeys.

With over 36 million passengers served annually, Singapore Airlines continues to meet evolving consumer demands for personalized experiences by leveraging Insider’s AI-powered platform. 

The result? Higher customer satisfaction, stronger conversion rates, and increased lifetime value.

Ready to elevate your customer experiences and join the ranks of industry leaders? #SwitchToInsider today! > https://bit.ly/3OD8uvI",4,70,0,2024-12-05 05:35:12.816,[]
useinsider,"That’s a wrap on our #London edition of UPLIFT: Growth Strategies for D2C Success! 🎉  

We explored emerging and proven strategies for D2C brands, from mastering marketing automation to delivering seamless omnichannel experiences that truly connect with customers.  

Key takeaways included:  
🔹 Leveraging the conversational economy to enhance customer engagement  
🔹 Building loyalty through personalized experiences at scale  
🔹 Overcoming challenges in #D2C with actionable insights from industry leaders  

Thank you to everyone who joined, including our incredible lineup of speakers: Liz Earle, Emilie Maunoury from Groupe Clarins, Camilla Rodriguez from AS Watson, Sue Azari from AppsFlyer, Renisha Rowe from Meta…not to mention our very own Emily Maddox and Jonathan Lewell.

#Marketing #CustomerExperience",8,84,0,2024-12-03 06:10:17.651,[]
useinsider,"🎯 5 Reasons Marketers are Moving to 𝗜𝗻𝘀𝗶𝗱𝗲𝗿 from Salesforce

Marketers everywhere realize the power of seamless integration, personalized engagement, and long-term ROI. Here’s why Insider is becoming the platform of choice for forward-thinking marketers who are tired of Salesforce:

1️⃣ 𝗪𝗵𝗶𝘁𝗲-𝗚𝗹𝗼𝘃𝗲 𝗠𝗶𝗴𝗿𝗮𝘁𝗶𝗼𝗻:
Enjoy white-glove migration that is super fast using our Automatic Migrator. We migrate all of your data and creative assets, ensuring you’re up and running in no time. 

2️⃣ 𝗢𝗺𝗻𝗶𝗰𝗵𝗮𝗻𝗻𝗲𝗹 𝗘𝘅𝗰𝗲𝗹𝗹𝗲𝗻𝗰𝗲:
Engage customers across 12+ native channels, including WhatsApp, email, and push, all within a single platform. No complex vendor juggling—just seamless customer journeys.

3️⃣ 𝗦𝘂𝗽𝗲𝗿𝗶𝗼𝗿 𝗦𝘂𝗽𝗽𝗼𝗿𝘁:
Insider’s dedicated team ensures proactive onboarding, tailored training, and hands-on guidance—no more feeling left out and ignored by the teams that should be supporting you.

4️⃣ 𝗧𝗼𝘁𝗮𝗹 𝗖𝗼𝘀𝘁 𝗼𝗳 𝗢𝘄𝗻𝗲𝗿𝘀𝗵𝗶𝗽:
No hidden costs or sudden price hikes. Insider’s personalized pricing adapts to your business needs, helping you plan better and save more. Enjoy free setup and expert support built into the pricing. Insider makes the total cost of ownership predictable and budget-friendly.

5️⃣ 𝗘𝗺𝗽𝗼𝘄𝗲𝗿𝗲𝗱 𝗠𝗮𝗿𝗸𝗲𝘁𝗲𝗿𝘀:
Launch campaigns faster with no coding needed. Insider removes IT bottlenecks, empowering marketers to act with agility.

💡 There’s never been a better time to #SwitchtoInsider. This is migration as it should be. 

Check out the 4 easy steps for migrating from Salesforce to Insider in our latest blog. 

👉 Read the blog > https://bit.ly/3Zo9H0b",4,46,0,2024-11-28 06:00:20.943,[]
useinsider,"We've topped the charts as the #1 Best Personalization Software in G2's Fall'24 Reports—for the 8th consecutive year! 🏆

We are the #1 Leader in:
🥇 Personalization Software 
🥇 Personalization Engines
🥇 E-commerce Personalization

We've received the highest score of 97/100 in Product Recommendations and outperformed every vendor by enabling brands to deliver hyper-personalized, AI-powered product recommendations that boost product discovery, engagement, and conversions across the web, app, and search. 

Discover how Insider’s AI-powered product recommendations can help you scale > https://bit.ly/4fZXSme",10,144,1,2024-11-26 06:34:02.229,['Congrats to Insider for topping the charts again! It’s amazing to see how their AI-powered personalization continues to lead the way in boosting engagement and conversions!']
useinsider,"From the bustling streets of NYC to the progressive energy of San Francisco–we went coast to coast with Women in Retail Leadership Circle!
 
Our Co-Founder and CEO, Hande Cilingir, presented at Women in Retail Leadership Circle On the Road events in New York and San Francisco.

In New York, Hande sat down with Amy Edens, Director of CRM and Data at Blink Fitness, to discuss how Blink is harnessing AI, personalization, and data-driven strategies to live out its mission of being the gym for “every body.” This event reminded us of the impact purpose-driven technology can have when it aligns with a brand’s mission. Read more in Hande’s recap blog here: https://bit.ly/4hYMskn

In San Francisco, Hande connected with Christiane Pendarvis, Co-CEO of PATTERN Beauty by Tracee Ellis Ross. Their conversation explored how PATTERN leverages customer data, AI, and omnichannel experiences to empower customers to “embrace the hair they have.” The dialogue emphasized how AI and GenAI are not just industry buzzwords but essential tools to drive growth, enhance metrics, and transform customer experiences. Read more in Hande’s recap blog here: https://bit.ly/4id0Yp9

Special thanks to #WIRLC founders Jennifer DiPasquale and Melissa Campanelli for building this dynamic community that champions women leaders and sparks meaningful, purpose-driven connections.

#WomeninRetail #WIRLC #Leadership #WomenLeaders",0,96,3,2024-11-21 06:38:29.840,"['Love seeing how AI and data-driven strategies are being used to create purpose-driven customer experiences!', 'It was great getting to know the Insider. team ""On the Road"" this year!', 'Great to have you with us and thank you for the support!']"
useinsider,"We are the #1 G2 Leader in SMS Marketing 🚀
 
We score the highest (95/100) in multiple SMS capabilities like Personalization, Automation, Bulk SMS, MMS, SMS Scheduling, Automatic URL Shortener, Reporting, and more. 

Our SMS solution can easily be integrated into omnichannel customer journeys, from promotional campaigns, to transactional notifications, and bulk SMS.

Plus, our customers rate our product roadmap and vision score as 98/100. 

Find out how Insider’s SMS Marketing solution can take your customer engagement to the next level > https://bit.ly/3V1sLi5",6,130,3,2024-11-20 05:45:30.171,"['Congratulations !!🚀  Well-deserved! ', 'Congrats! Can not wait to use Insider for one of my clients. Would love to have a demo of the platform if possible.']"
